Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
_3:1214935	  164.0	   48.8	    3.4	  101.4	   8.00	  15.27	   8.17	  -0.99	   0.00	--------	-1	0.00	*
_18:530512	  173.0	   66.5	    2.6	  108.6	   7.95	  11.56	   8.12	  -0.69	   0.00	--------	-1	0.00	*
_14:126068	  191.0	   75.4	    2.5	  122.9	   7.94	  12.17	   8.11	  -0.84	   0.00	--------	-1	0.00	*
_10:654510	  156.0	   53.2	    2.9	   95.4	   7.94	  12.25	   8.10	  -0.65	   0.00	--------	-1	0.00	*
_10:375535	  189.0	   93.1	    2.0	   95.4	   7.91	   8.07	  17.02	  -0.72	   0.00	--------	-1	0.00	*
_6:916497	  199.0	   62.1	    3.2	  129.8	   7.82	  17.18	   7.99	  -0.77	   0.45	--------	-1	0.00	*
_8:388265	  154.0	   22.2	    6.9	   94.3	   7.82	  24.57	   7.98	  -1.08	   0.00	--------	-1	0.00	*
_17:645364	  153.0	   39.9	    3.8	   93.5	   7.81	  16.35	   7.98	  -0.92	   0.00	--------	-1	0.00	*
_14:409978	  149.0	   35.5	    4.2	   90.4	   7.81	  17.11	   7.97	  -1.36	   0.00	--------	-1	0.00	*
_19:136207	  192.0	   88.7	    2.2	  124.5	   7.75	   9.42	   7.91	  -0.76	   0.47	--------	-1	0.00	*
_23:378473	  161.0	   48.8	    3.3	  100.0	   7.74	  14.70	   7.90	  -1.01	   0.00	--------	-1	0.00	*
_13:214600	  167.0	   79.8	    2.1	  101.4	   7.63	   7.79	   8.80	  -0.67	   0.00	--------	-1	0.00	*
_2:835562	  195.0	   99.4	    2.0	   91.7	   7.61	   7.77	  20.59	  -1.02	   0.00	--------	-1	0.00	*
_13:542612	  174.9	   71.0	    2.5	  111.6	   7.60	  10.89	   7.76	  -0.84	   0.00	--------	-1	0.00	*
_7:308330	  138.0	   39.9	    3.5	   82.7	   7.60	  13.39	   7.76	  -1.28	   0.00	--------	-1	0.00	*
_10:258970	  161.0	   75.4	    2.1	   95.4	   7.60	   7.76	   9.23	  -0.60	   0.00	--------	-1	0.00	*
_6:610978	  202.0	   62.1	    3.3	  133.3	   7.57	  17.73	   7.73	  -0.87	   0.00	--------	-1	0.00	*
_16:28249	  211.0	   93.1	    2.3	  140.6	   7.56	  11.06	   7.72	  -0.80	   0.00	--------	-1	0.00	*
_12:5377	  179.0	   57.7	    3.1	  114.9	   7.56	  15.12	   7.72	  -1.00	   0.00	--------	-1	0.00	*
_1:2321197	  155.0	   66.5	    2.3	   96.0	   7.55	   8.78	   7.70	  -0.77	   0.00	--------	-1	0.00	*
_16:618399	  186.0	   93.1	    2.0	   94.7	   7.53	   7.69	  16.41	  -1.02	   0.16	--------	-1	0.00	*
_25:373807	  211.0	   71.0	    3.0	  140.8	   7.53	  16.87	   7.68	  -0.75	   0.00	--------	-1	0.00	*
_10:277816	  153.1	   64.1	    2.4	   95.4	   7.52	   9.08	   7.67	  -0.80	   0.00	--------	-1	0.00	*
_12:585599	  147.7	   58.6	    2.5	   90.9	   7.46	   9.58	   7.62	  -1.12	   0.00	--------	-1	0.00	*
_4:658196	  153.0	   48.8	    3.1	   94.8	   7.45	  13.23	   7.60	  -1.02	   0.00	--------	-1	0.00	*
_8:225702	  149.0	   39.9	    3.7	   91.7	   7.44	  15.55	   7.60	  -1.01	   0.00	--------	-1	0.00	*
_18:697797	  209.0	  111.8	    1.9	   95.6	   7.44	   7.59	  23.62	  -0.88	   0.00	--------	-1	0.00	*
_3:1309097	  193.0	   35.5	    5.4	  126.7	   7.41	  26.73	   7.56	  -0.88	   0.00	--------	-1	0.00	*
_4:969299	  161.0	   66.5	    2.4	  101.3	   7.39	   9.68	   7.54	  -1.05	   0.00	--------	-1	0.00	*
_13:168843	  165.0	   79.8	    2.1	   96.7	   7.37	   7.52	   9.78	  -0.71	   0.00	--------	-1	0.00	*
_2:606003	  165.0	   79.8	    2.1	   91.7	   7.37	   7.52	  11.43	  -0.84	   0.00	--------	-1	0.00	*
_1:575102	  152.0	   71.0	    2.1	   92.5	   7.36	   7.51	   8.04	  -0.92	   0.00	--------	-1	0.00	*
_17:378020	  233.0	   88.7	    2.6	  159.6	   7.36	  15.59	   7.51	  -0.64	   0.00	--------	-1	0.00	*
_23:299753	  159.0	   57.7	    2.8	  100.0	   7.33	  11.63	   7.48	  -0.96	   0.00	--------	-1	0.00	*
_5:508594	  189.0	   57.7	    3.3	  124.0	   7.30	  16.96	   7.45	  -1.13	   0.00	--------	-1	0.00	*
_13:598824	  184.0	   93.1	    2.0	   96.7	   7.29	   7.44	  14.72	  -0.64	   0.00	--------	-1	0.00	*
_4:716369	  164.0	   79.8	    2.1	   94.8	   7.24	   7.39	  10.11	  -0.77	   0.00	--------	-1	0.00	*
_6:937780	  164.0	   79.8	    2.1	  101.2	   7.24	   7.39	   8.22	  -0.88	   0.23	--------	-1	0.00	*
_1:1121122	  149.0	   62.1	    2.4	   92.5	   7.24	   8.79	   7.39	  -0.82	   0.00	--------	-1	0.00	*
_4:1269561	  152.0	   44.4	    3.4	   94.8	   7.24	  14.35	   7.39	  -0.78	   0.00	--------	-1	0.00	*
_11:130783	  199.7	   36.6	    5.5	  133.3	   7.21	  27.82	   7.36	  -0.90	   0.00	--------	-1	0.00	*
_2:906526	  227.3	  126.2	    1.8	   98.7	   7.19	   7.34	  28.31	  -0.82	   0.00	--------	-1	0.00	*
_3:983894	  194.9	  102.9	    1.9	   99.5	   7.12	   7.27	  17.06	  -1.29	   0.00	--------	-1	0.00	*
_1:2157455	  148.0	   48.8	    3.0	   92.5	   7.03	  12.32	   7.18	  -1.10	   0.17	--------	-1	0.00	*
_9:47732	  138.0	   13.3	   10.4	   84.7	   7.02	  26.37	   7.17	  -1.38	   0.00	--------	-1	0.00	*
_3:140843	  149.0	   57.7	    2.6	   93.4	   6.99	   9.99	   7.14	  -1.14	   0.00	--------	-1	0.00	*
_1:1338926	  162.0	   79.8	    2.0	   92.5	   6.99	   7.13	  10.39	  -0.92	   0.00	--------	-1	0.00	*
_1:666633	  159.3	   78.2	    2.0	   92.5	   6.91	   7.06	   9.90	  -1.00	   0.00	--------	-1	0.00	*
_6:197212	  181.8	   75.4	    2.4	  120.1	   6.90	  10.78	   7.05	  -0.97	   0.00	--------	-1	0.00	*
_17:565522	  151.0	   31.0	    4.9	   95.5	   6.87	  19.26	   7.02	  -1.07	   0.00	--------	-1	0.00	*
_24:258754	  166.0	   71.0	    2.3	  107.4	   6.86	   9.52	   7.00	  -0.65	   0.00	--------	-1	0.00	*
_15:167745	  182.0	   39.9	    4.6	  120.3	   6.85	  22.41	   6.99	  -0.74	   0.00	--------	-1	0.00	*
_6:481953	  158.0	   75.4	    2.1	  101.2	   6.83	   7.35	   6.98	  -0.80	   0.00	--------	-1	0.00	*
_1:674996	  147.0	   57.7	    2.5	   92.5	   6.83	   9.67	   6.97	  -0.78	   0.00	--------	-1	0.00	*
_1:1883470	  194.0	   62.1	    3.1	  130.2	   6.81	  16.27	   6.96	  -0.89	   0.00	--------	-1	0.00	*
_5:988846	  168.2	   63.3	    2.7	  110.1	   6.80	  11.69	   6.94	  -0.88	   0.00	--------	-1	0.00	*
_12:718411	  166.8	   39.9	    4.2	  108.5	   6.79	  19.22	   6.94	  -0.82	   0.00	--------	-1	0.00	*
_28:305515	  143.0	   66.5	    2.1	   89.6	   6.75	   7.07	   6.89	  -0.95	   0.00	--------	-1	0.00	*
_12:520889	  152.0	   48.8	    3.1	   96.8	   6.73	  13.04	   6.87	  -0.65	   0.00	--------	-1	0.00	*
_9:380090	  167.9	   64.4	    2.6	  109.7	   6.69	  11.27	   6.84	  -1.02	   0.00	--------	-1	0.00	*
_10:141127	  217.3	   81.8	    2.7	  150.7	   6.67	  14.97	   6.81	  -1.20	   0.00	--------	-1	0.00	*
_2:722278	  157.8	   43.7	    3.6	  101.9	   6.66	  15.86	   6.80	  -1.31	   0.00	--------	-1	0.00	*
_8:267508	  183.0	   88.7	    2.1	  122.1	   6.64	   8.21	   6.78	  -0.77	   0.00	--------	-1	0.00	*
_2:1164266	  144.1	   31.9	    4.5	   91.7	   6.63	  17.96	   6.77	  -0.79	   0.00	--------	-1	0.00	*
_18:473061	  172.5	   89.7	    1.9	   95.6	   6.62	   6.76	  12.11	  -0.59	   0.00	--------	-1	0.00	*
_22:319204	  184.0	   48.8	    3.8	  123.0	   6.61	  19.15	   6.75	  -0.75	   0.00	--------	-1	0.00	*
_2:1121120	  156.0	   55.1	    2.8	  100.6	   6.59	  11.68	   6.73	  -1.10	   0.00	--------	-1	0.00	*
_3:789996	  146.2	   46.4	    3.1	   93.4	   6.58	  12.76	   6.72	  -1.05	   0.00	--------	-1	0.00	*
_13:248575	  174.0	   88.7	    2.0	  115.0	   6.58	   7.06	   6.72	  -1.05	   0.00	--------	-1	0.00	*
_19:452188	  176.0	   62.1	    2.8	  116.7	   6.58	  13.12	   6.72	  -0.93	   0.00	--------	-1	0.00	*
_17:523930	  147.0	   44.4	    3.3	   93.5	   6.57	  13.41	   6.71	  -1.05	   0.00	--------	-1	0.00	*
_17:101654	  146.3	   39.2	    3.7	   93.5	   6.57	  15.15	   6.71	  -0.93	   0.00	--------	-1	0.00	*
_14:178903	  171.0	   88.7	    1.9	   90.4	   6.55	   6.69	  13.51	  -0.90	   0.00	--------	-1	0.00	*
_4:217440	  153.0	   39.9	    3.8	   98.4	   6.55	  16.35	   6.68	  -1.05	   0.00	--------	-1	0.00	*
_12:10391	  179.0	   62.1	    2.9	  119.3	   6.54	  13.63	   6.68	  -0.75	   0.00	--------	-1	0.00	*
_26:329425	  278.0	   75.4	    3.7	  201.8	   6.52	  27.75	   6.65	  -0.79	   0.00	--------	-1	0.00	*
_16:579893	  183.0	   97.6	    1.9	   98.7	   6.52	   6.65	  13.64	  -0.91	   0.00	--------	-1	0.00	*
_12:746684	  207.0	  115.3	    1.8	   90.9	   6.50	   6.63	  25.12	  -1.00	   0.00	--------	-1	0.00	*
_28:228556	  168.0	   62.1	    2.7	  110.7	   6.47	  11.78	   6.60	  -1.08	   0.00	--------	-1	0.00	*
_4:1257558	  148.0	   39.9	    3.7	   94.8	   6.44	  15.35	   6.57	  -1.04	   0.00	--------	-1	0.00	*
_1:649417	  145.0	   66.5	    2.2	   92.5	   6.43	   7.35	   6.56	  -0.95	   0.00	--------	-1	0.00	*
_9:471591	  168.0	   62.1	    2.7	  110.9	   6.43	  11.78	   6.56	  -0.71	   0.00	--------	-1	0.00	*
_2:1361917	  150.0	   53.2	    2.8	   96.8	   6.35	  11.22	   6.48	  -0.78	   0.00	--------	-1	0.00	*
_8:811957	  144.0	   57.7	    2.5	   92.0	   6.34	   9.20	   6.47	  -1.11	   0.00	--------	-1	0.00	*
_20:668902	  151.0	   48.8	    3.1	   97.7	   6.33	  12.86	   6.46	  -0.79	   0.00	--------	-1	0.00	*
_1:2012454	  189.0	   35.5	    5.3	  128.5	   6.33	  25.82	   6.46	  -0.95	   0.00	--------	-1	0.00	*
_21:451025	  194.0	   66.5	    2.9	  132.6	   6.33	  15.07	   6.46	  -0.88	   0.14	--------	-1	0.00	*
_13:206991	  151.0	   66.5	    2.3	   97.7	   6.31	   8.20	   6.44	  -1.06	   0.00	--------	-1	0.00	*
_21:24651	  239.0	  141.9	    1.7	  153.6	   6.29	   6.42	   9.94	  -0.74	   0.00	--------	-1	0.00	*
_1:1968377	  198.0	  110.9	    1.8	   92.5	   6.24	   6.37	  21.18	  -0.93	   0.00	--------	-1	0.00	*
_1:1340518	  144.0	   71.0	    2.0	   92.5	   6.23	   6.44	   6.36	  -0.79	   0.00	--------	-1	0.00	*
_5:754836	  186.1	  103.0	    1.8	  119.3	   6.20	   6.33	   8.21	  -1.16	   0.00	--------	-1	0.00	*
_6:910941	  225.0	   66.5	    3.4	  159.2	   6.16	  20.70	   6.29	  -0.96	   0.34	--------	-1	0.00	*
_23:68131	  153.0	   39.9	    3.8	  100.0	   6.16	  16.35	   6.29	  -0.71	   0.00	--------	-1	0.00	*
_21:193712	  193.0	   84.3	    2.3	  132.6	   6.16	  10.39	   6.29	  -0.84	   0.00	--------	-1	0.00	*
_10:701220	  147.0	   44.4	    3.3	   95.4	   6.11	  13.41	   6.24	  -0.60	   0.00	--------	-1	0.00	*
_4:967068	  149.0	   66.5	    2.2	   97.0	   6.11	   7.91	   6.24	  -1.25	   0.00	--------	-1	0.00	*
_13:125813	  189.0	   62.1	    3.0	  129.7	   6.07	  15.38	   6.20	  -1.02	   0.00	--------	-1	0.00	*
_6:541875	  154.0	   26.6	    5.8	  101.2	   6.07	  22.37	   6.20	  -0.64	   0.00	--------	-1	0.00	*
_12:628001	  168.9	   58.0	    2.9	  113.4	   6.05	  13.35	   6.18	  -0.99	   0.00	--------	-1	0.00	*
_19:461714	  204.0	   62.1	    3.3	  142.4	   6.02	  18.10	   6.15	  -0.63	   0.00	--------	-1	0.00	*
_4:741667	  217.0	  127.5	    1.7	   94.8	   6.00	   6.12	  26.88	  -0.92	   0.00	--------	-1	0.00	*
_2:721754	  176.5	   97.0	    1.8	  109.4	   5.99	   6.11	   8.73	  -0.98	   0.00	--------	-1	0.00	*
_16:576628	  156.0	   57.7	    2.7	  103.2	   5.97	  11.13	   6.09	  -0.83	   0.00	--------	-1	0.00	*
_28:254043	  184.0	   48.8	    3.8	  126.2	   5.94	  19.15	   6.07	  -1.10	   0.00	--------	-1	0.00	*
_4:189848	  148.0	   75.4	    2.0	   94.8	   5.94	   6.06	   6.57	  -0.65	   0.00	--------	-1	0.00	*
_8:570203	  158.0	   66.5	    2.4	  105.0	   5.94	   9.23	   6.06	  -0.80	   0.00	--------	-1	0.00	*
_10:860436	  239.0	   93.1	    2.6	  172.3	   5.92	  15.28	   6.05	  -0.92	   0.00	--------	-1	0.00	*
_2:489821	  160.0	   84.3	    1.9	   91.7	   5.90	   6.02	  10.16	  -0.89	   0.00	--------	-1	0.00	*
_7:722351	  160.0	   84.3	    1.9	   82.7	   5.90	   6.02	  13.48	  -0.74	   0.00	--------	-1	0.00	*
_3:26651	  161.0	   44.4	    3.6	  107.7	   5.89	  16.08	   6.01	  -0.92	   0.00	--------	-1	0.00	*
_24:84287	  170.0	   71.0	    2.4	  115.0	   5.88	  10.12	   6.00	  -0.78	   0.00	--------	-1	0.00	*
_32:96549	  122.0	   57.7	    2.1	   75.5	   5.86	   5.98	   6.28	  -0.85	   0.00	--------	-1	0.00	*
_12:274942	  172.0	   79.8	    2.2	  116.8	   5.85	   8.47	   5.98	  -0.83	   0.00	--------	-1	0.00	*
_12:747195	  146.0	   44.4	    3.3	   95.7	   5.84	  13.22	   5.96	  -1.39	   0.00	--------	-1	0.00	*
_17:305248	  170.0	   66.5	    2.6	  115.4	   5.81	  11.08	   5.93	  -0.76	   0.00	--------	-1	0.00	*
_31:127312	  211.0	   84.3	    2.5	  149.4	   5.80	  13.10	   5.93	  -0.81	   0.00	--------	-1	0.00	*
_30:196848	  205.2	   75.6	    2.7	  145.3	   5.79	  14.59	   5.91	  -0.94	   0.00	--------	-1	0.00	*
_14:529787	  159.0	   84.3	    1.9	   90.4	   5.78	   5.90	  10.33	  -0.76	   0.00	--------	-1	0.00	*
_14:478286	  176.0	   39.9	    4.4	  120.5	   5.77	  21.12	   5.89	  -1.01	   0.00	--------	-1	0.00	*
_20:536376	  148.0	   48.8	    3.0	   97.7	   5.77	  12.32	   5.89	  -0.78	   0.00	--------	-1	0.00	*
_11:850411	  156.0	   62.1	    2.5	  104.4	   5.71	   9.86	   5.83	  -0.68	   0.00	--------	-1	0.00	*
_13:264695	  152.0	   53.2	    2.9	  101.2	   5.70	  11.56	   5.82	  -1.21	   0.17	--------	-1	0.00	*
_5:475793	  154.0	   57.7	    2.7	  102.8	   5.70	  10.80	   5.82	  -0.76	   0.00	--------	-1	0.00	*
_9:4100	  144.0	   44.4	    3.2	   94.8	   5.70	  12.85	   5.81	  -0.79	   0.00	--------	-1	0.00	*
_22:558280	  173.0	   44.4	    3.9	  118.6	   5.66	  18.47	   5.78	  -0.74	   0.00	--------	-1	0.00	*
_12:585853	  138.2	   30.1	    4.6	   90.9	   5.66	  17.10	   5.78	  -1.38	   0.00	--------	-1	0.00	*
_2:225199	  165.0	   39.9	    4.1	  112.2	   5.62	  18.80	   5.74	  -0.89	   0.00	--------	-1	0.00	*
_7:712849	  165.0	   44.4	    3.7	  112.2	   5.61	  16.87	   5.72	  -1.00	   0.00	--------	-1	0.00	*
_16:130605	  163.0	   44.4	    3.7	  110.6	   5.61	  16.47	   5.72	  -0.76	   0.00	--------	-1	0.00	*
_9:574687	  131.0	   39.9	    3.3	   84.7	   5.61	  12.07	   5.72	  -0.90	   0.00	--------	-1	0.00	*
_1:2307313	  197.0	   57.7	    3.4	  138.8	   5.60	  18.46	   5.72	  -0.75	   0.00	--------	-1	0.00	*
_20:595901	  147.0	   44.4	    3.3	   97.7	   5.59	  13.41	   5.70	  -0.84	   0.00	--------	-1	0.00	*
_16:489541	  201.5	   96.9	    2.1	  143.2	   5.56	   9.21	   5.67	  -0.98	   0.00	--------	-1	0.00	*
_30:132130	  257.0	  102.0	    2.5	  190.2	   5.50	  15.89	   5.62	  -0.64	   0.00	--------	-1	0.00	*
_24:177869	  180.0	   75.4	    2.4	  125.2	   5.49	  10.48	   5.60	  -1.00	   0.00	--------	-1	0.00	*
_2:583558	  139.0	   57.7	    2.4	   91.7	   5.48	   8.43	   5.59	  -1.28	   0.00	--------	-1	0.00	*
_16:501229	  145.0	   62.1	    2.3	   96.7	   5.45	   8.19	   5.56	  -0.82	   0.00	--------	-1	0.00	*
_17:284777	  156.4	   69.8	    2.2	  106.5	   5.44	   8.42	   5.55	  -0.88	   0.00	--------	-1	0.00	*
_9:668449	  129.8	   57.3	    2.3	   84.7	   5.41	   7.10	   5.53	  -0.89	   0.00	--------	-1	0.00	*
_20:569040	  145.9	   64.6	    2.3	   97.7	   5.41	   7.91	   5.52	  -0.82	   0.00	--------	-1	0.00	*
_14:564479	  137.0	   71.0	    1.9	   90.4	   5.39	   5.56	   5.51	  -0.68	   0.00	--------	-1	0.00	*
_9:380373	  158.4	   19.9	    8.0	  108.5	   5.36	  27.63	   5.47	  -1.08	   0.00	--------	-1	0.00	*
_6:412753	  150.0	   57.7	    2.6	  101.2	   5.35	  10.15	   5.47	  -0.78	   0.00	--------	-1	0.00	*
_22:330560	  194.0	   57.7	    3.4	  137.7	   5.35	  17.89	   5.46	  -0.77	   0.00	--------	-1	0.00	*
_7:586125	  126.3	   52.8	    2.4	   82.7	   5.32	   7.77	   5.43	  -1.20	   0.00	--------	-1	0.00	*
_1:1925496	  139.0	   57.7	    2.4	   92.5	   5.30	   8.43	   5.41	  -0.77	   0.00	--------	-1	0.00	*
_27:232203	  212.0	  128.6	    1.6	  114.4	   5.28	   5.39	  15.66	  -0.78	   0.00	--------	-1	0.00	*
_16:389535	  171.0	   75.4	    2.3	  118.9	   5.27	   9.15	   5.38	  -0.71	   0.00	--------	-1	0.00	*
_17:603706	  189.5	  111.3	    1.7	  105.3	   5.27	   5.38	  13.10	  -0.70	   0.00	--------	-1	0.00	*
_1:612528	  147.0	   53.2	    2.8	   99.2	   5.24	  10.71	   5.35	  -0.91	   0.00	--------	-1	0.00	*
_5:780387	  164.0	   44.4	    3.7	  113.3	   5.23	  16.67	   5.34	  -0.74	   0.00	--------	-1	0.00	*
_2:1370580	  154.0	   84.3	    1.8	   91.7	   5.21	   5.32	   8.73	  -1.11	   0.00	--------	-1	0.00	*
_2:192690	  153.0	   62.1	    2.5	  104.5	   5.17	   9.40	   5.28	  -1.19	   0.00	--------	-1	0.00	*
_23:75639	  147.0	   48.8	    3.0	  100.0	   5.09	  12.15	   5.19	  -0.73	   0.00	--------	-1	0.00	*
_32:135928	  123.0	   62.1	    2.0	   77.3	   5.08	   5.19	   5.99	  -1.07	   0.00	--------	-1	0.00	*
_22:481735	  140.0	   63.9	    2.2	   94.5	   5.04	   7.26	   5.15	  -1.10	   0.00	--------	-1	0.00	*
_11:696319	  204.1	   42.4	    4.8	  148.9	   5.01	  26.05	   5.12	  -1.01	   0.00	--------	-1	0.00	*
_7:809625	  138.2	   57.7	    2.4	   93.9	   4.99	   8.43	   5.10	  -1.15	   0.00	--------	-1	0.00	*
_16:506438	  140.0	   62.1	    2.3	   94.7	   4.99	   7.47	   5.09	  -1.28	   0.00	--------	-1	0.00	*
_7:184075	  150.0	   48.8	    3.1	  103.0	   4.97	  12.68	   5.08	  -1.03	   0.00	--------	-1	0.00	*
_4:1345461	  140.0	   18.1	    7.7	   94.8	   4.96	  23.55	   5.07	  -1.59	   0.00	--------	-1	0.00	*
_1:1698004	  137.0	   71.0	    1.9	   92.5	   4.94	   5.56	   5.04	  -1.02	   0.00	--------	-1	0.00	*
_17:604098	  156.6	   48.7	    3.2	  109.0	   4.92	  13.96	   5.03	  -1.39	   0.00	--------	-1	0.00	*
_3:1290465	  187.0	   66.5	    2.8	  134.2	   4.91	  13.87	   5.01	  -1.10	   0.46	--------	-1	0.00	*
_9:528063	  127.0	   53.2	    2.4	   84.7	   4.86	   7.54	   4.96	  -0.66	   0.00	--------	-1	0.00	*
_17:564529	  138.0	   53.2	    2.6	   93.8	   4.84	   9.24	   4.95	  -1.08	   0.00	--------	-1	0.00	*
_5:1033455	  138.0	   44.4	    3.1	   93.8	   4.84	  11.76	   4.94	  -0.98	   0.00	--------	-1	0.00	*
_3:369141	  149.0	   35.5	    4.2	  102.9	   4.83	  17.11	   4.93	  -1.01	   0.00	--------	-1	0.00	*
_18:466733	  140.0	   57.7	    2.4	   95.6	   4.79	   8.58	   4.89	  -1.04	   0.00	--------	-1	0.00	*
_10:774801	  218.0	   79.8	    2.7	  161.4	   4.78	  15.51	   4.88	  -0.69	   0.00	--------	-1	0.00	*
_12:207188	  133.7	   29.9	    4.5	   90.9	   4.76	  16.47	   4.86	  -0.97	   0.00	--------	-1	0.00	*
_2:1125408	  171.3	  101.6	    1.7	  106.4	   4.75	   4.85	   8.48	  -0.81	   0.00	--------	-1	0.00	*
_8:411211	  135.0	   44.4	    3.0	   91.7	   4.75	  11.22	   4.85	  -0.78	   0.00	--------	-1	0.00	*
_31:246094	  167.0	   44.4	    3.8	  118.3	   4.75	  17.26	   4.85	  -0.82	   0.00	--------	-1	0.00	*
_1:810201	  157.7	   77.9	    2.0	  110.8	   4.75	   6.98	   4.85	  -1.02	   0.00	--------	-1	0.00	*
_21:640973	  225.9	   73.1	    3.1	  168.5	   4.75	  18.63	   4.85	  -0.99	   0.00	--------	-1	0.00	*
_20:47916	  142.0	   57.7	    2.5	   97.7	   4.72	   8.89	   4.82	  -0.94	   0.00	--------	-1	0.00	*
_22:77801	  137.6	   57.7	    2.4	   94.5	   4.70	   8.28	   4.80	  -0.60	   0.00	--------	-1	0.00	*
_4:220113	  160.0	   53.2	    3.0	  112.8	   4.69	  12.95	   4.79	  -0.98	   0.00	--------	-1	0.00	*
_10:327720	  138.6	   20.0	    6.9	   95.4	   4.68	  22.70	   4.78	  -1.05	   0.00	--------	-1	0.00	*
_20:131736	  153.0	   88.0	    1.7	   97.7	   4.64	   4.74	   7.06	  -1.03	   0.00	--------	-1	0.00	*
_8:72649	  142.0	   79.8	    1.8	   92.6	   4.62	   4.72	   5.95	  -0.79	   0.00	--------	-1	0.00	*
_20:557574	  158.7	   92.9	    1.7	   97.7	   4.62	   4.72	   8.11	  -0.74	   0.00	--------	-1	0.00	*
_13:625850	  140.0	   75.4	    1.9	   96.7	   4.59	   5.10	   4.69	  -1.06	   0.00	--------	-1	0.00	*
_3:1099579	  135.9	   42.2	    3.2	   93.4	   4.57	  12.02	   4.67	  -0.97	   0.00	--------	-1	0.00	*
_11:20004	  147.6	   84.3	    1.8	   92.3	   4.56	   4.66	   7.22	  -0.31	   0.00	--------	-1	0.00	*
_20:129237	  140.6	   54.8	    2.6	   97.7	   4.55	   9.47	   4.65	  -1.06	   0.00	--------	-1	0.00	*
_13:836674	  186.0	   57.7	    3.2	  135.5	   4.55	  16.40	   4.65	  -0.80	   0.00	--------	-1	0.00	*
_5:890211	  138.0	   38.8	    3.6	   95.3	   4.52	  13.75	   4.62	  -1.04	   0.00	--------	-1	0.00	*
_15:182622	  180.0	   62.1	    2.9	  130.6	   4.51	  13.81	   4.60	  -1.12	   0.00	--------	-1	0.00	*
_9:622050	  124.8	   65.1	    1.9	   84.7	   4.51	   4.93	   4.60	  -0.84	   0.00	--------	-1	0.00	*
_5:234074	  135.4	   33.5	    4.0	   93.8	   4.50	  15.23	   4.60	  -1.16	   0.00	--------	-1	0.00	*
_6:977283	  149.1	   86.3	    1.7	  101.2	   4.50	   4.59	   5.47	  -0.85	   0.00	--------	-1	0.00	*
_11:318280	  134.0	   35.5	    3.8	   92.3	   4.46	  14.05	   4.55	  -0.71	   0.00	--------	-1	0.00	*
_29:226966	  152.0	   88.7	    1.7	  102.0	   4.43	   4.53	   5.65	  -1.09	   0.00	--------	-1	0.00	*
_30:301541	  231.0	   88.7	    2.6	  175.0	   4.43	  15.27	   4.52	  -0.96	   0.34	--------	-1	0.00	*
_2:600020	  133.0	   62.1	    2.1	   91.7	   4.43	   6.50	   4.52	  -1.02	   0.13	--------	-1	0.00	*
_7:671077	  121.6	   32.0	    3.8	   82.7	   4.41	  13.15	   4.51	  -0.87	   0.00	--------	-1	0.00	*
_3:129191	  135.0	   66.5	    2.0	   93.4	   4.41	   6.01	   4.50	  -0.70	   0.00	--------	-1	0.00	*
_16:341905	  155.0	   48.8	    3.2	  110.3	   4.38	  13.59	   4.47	  -0.66	   0.00	--------	-1	0.00	*
_8:782369	  169.0	   93.0	    1.8	  122.9	   4.38	   5.77	   4.47	  -1.00	   0.00	--------	-1	0.00	*
_7:965159	  254.0	  141.9	    1.8	  195.5	   4.37	   8.01	   4.46	  -0.91	   0.67	--------	-1	0.00	*
_20:30959	  181.9	  112.4	    1.6	  118.9	   4.36	   4.46	   7.32	  -0.88	   0.00	--------	-1	0.00	*
_6:740613	  143.4	   62.1	    2.3	  101.2	   4.36	   8.05	   4.45	  -0.57	   0.00	--------	-1	0.00	*
_24:198597	  124.0	   57.7	    2.2	   84.7	   4.33	   6.25	   4.42	  -1.13	   0.27	--------	-1	0.00	*
_7:535977	  129.4	   72.2	    1.8	   82.7	   4.33	   4.42	   6.03	  -0.76	   0.00	--------	-1	0.00	*
_1:812640	  161.0	   39.9	    4.0	  115.7	   4.32	  17.98	   4.41	  -0.78	   0.00	--------	-1	0.00	*
_4:45996	  136.0	   48.8	    2.8	   94.8	   4.30	  10.23	   4.38	  -0.65	   0.00	--------	-1	0.00	*
_15:181334	  159.0	   57.7	    2.8	  114.3	   4.27	  11.63	   4.36	  -0.75	   0.00	--------	-1	0.00	*
_27:156612	  145.0	   48.8	    3.0	  102.5	   4.26	  11.79	   4.35	  -0.72	   0.00	--------	-1	0.00	*
_3:908352	  173.0	  106.4	    1.6	   94.3	   4.23	   4.32	  12.60	  -0.86	   0.00	--------	-1	0.00	*
_26:248427	  153.6	   88.7	    1.7	  110.3	   4.22	   4.74	   4.31	  -1.18	   0.00	--------	-1	0.00	*
_9:111746	  138.0	   79.8	    1.7	   84.7	   4.20	   4.28	   7.17	  -0.94	   0.00	--------	-1	0.00	*
_12:362741	  163.0	   53.2	    3.1	  118.2	   4.17	  13.48	   4.25	  -0.95	   0.00	--------	-1	0.00	*
_24:131373	  123.0	   62.1	    2.0	   84.7	   4.16	   5.19	   4.25	  -0.58	   0.00	--------	-1	0.00	*
_4:948575	  135.0	   48.8	    2.8	   94.8	   4.14	  10.07	   4.22	  -0.66	   0.00	--------	-1	0.00	*
